Grid_ID,Latitude,Longitude
1344_1344,13.2877,77.801
1344_7750,13.2877,77.801
1344_7768,13.2877,77.801
2176_7180,13.1275,77.6683
1300_7761,13.00625998,77.61338639
1301_7751,13.0185,77.6093
1301_7760,13.0125,77.6052
1301_7761,13.0234,77.6012
1302_1302,13.02000304,13.02000304
1302_7760,13.0182,77.6095
1302_7761,13.0298,77.6186
1304_7736,13.04958,77.361328
1209_7760,12.9958,77.5946
1239_7677,12.9828,77.6248
1258_7736,12.9638,77.5738
1301_7735,13.01218373,77.35275668
1302_7733,13.0241413,77.3328844
2908_6117,12.9678,77.5739
7730_1302,13.0287,77.5545
7733_1302,13.0287,77.5545
7734_1306,13.0358,77.597
7735_1257,12.9678,77.5739
7737_12,12.9678,77.5739
7737_1259,12.983,77.6246
7738_1255,12.9678,77.5739
7742_1257,12.983,77.6246
7742_1300,12.9793,77.6033
7753_1296,13.0287,77.5545
7760_1310,13.0358,77.597
1250_7737,12.8398,77.6658
1250_7739,12.9716,77.5946
1251_7737,12.8508,77.6528
1252_7737,12.8588,77.6418
1252_7739,12.9716,77.5946
1253_7737,12.8908,77.5868
1281_7764,12.8398,77.6658
1283_7765,12.8398,77.6658
1284_7762,12.8908,77.5868
1285_7762,12.8588,77.6418
1285_7764,12.9898,77.7278
1334_7700,12.8844,77.5608
7737_1250,12.8447,77.6588
7738_1252,12.8528,77.6585
1223_7723,12.8458,77.6603
1250_7738,12.8408,77.6648
1250_7740,12.8458,77.6603
1251_7739,12.8548,77.6638
1251_7740,12.8548,77.6638
1252_1739,12.8488,77.6522
1252_7721,12.8398,77.6658
1252_7738,12.8798,77.6534
1253_7738,12.8631,77.6548
1253_7739,12.8648,77.6488
1253_7740,12.8648,77.6488
1268_6808,12.8548,77.6468
1268_7708,12.8548,77.6638
1268_7747,12.8478,77.6598
1268_7756,12.8768,77.6518
1268_7762,12.8548,77.6638
1275_7708,12.8488,77.6522
1275_7761,12.8548,77.6638
1278_7723,12.8398,77.677
1279_7712,12.9048,77.5338
1282_7766,12.8892,77.6437
1283_7747,12.8548,77.6638
1283_7761,12.8488,77.6522
1283_7762,12.8448,77.6588
1283_7764,12.8478,77.6598
1283_7766,12.8458,77.6603
1283_7767,12.8398,77.677
1283_7768,12.8458,77.6603
1284_7761,12.8448,77.6588
1284_7763,12.8448,77.6588
1284_7764,12.8478,77.6598
1284_7765,12.8398,77.6658
1284_7766,12.8398,77.677
1284_7767,12.8458,77.6603
1285_766,12.8548,77.6638
1285_7760,12.8828,77.6328
1285_7761,12.8486,77.6488
1285_7765,12.9048,77.5338
1285_7766,12.8548,77.6638
1285_7767,12.8408,77.6648
1286_1286,12.8548,77.6638
1286_7762,12.8828,77.6328
1286_7763,12.9048,77.5338
1286_7764,12.8488,77.6522
1286_7766,12.8488,77.6522
1286_7771,12.8448,77.6588
1287_7764,12.8768,77.6518
1287_7765,12.8488,77.6522
1287_7767,12.8648,77.6488
1288_7765,12.8488,77.6522
1288_7767,12.8631,77.6548
1289_7765,12.8768,77.6518
1295_7747,12.8488,77.6491
1304_7735,13.046042,77.352787
1305_7705,13.055096,77.055096
1305_7725,13.055096,77.253462
