Grid_ID,Latitude,Longitude
1283_7754,12.839625,77.543656
1283_7756,12.836008250263156,77.56916684473684
1283_7757,12.839680000000001,77.578683
1283_7758,12.83787,77.580345
1283_7759,12.837465153846153,77.59315038461538
1283_7761,12.838725000000002,77.61096833333333
1283_7762,12.838486666666666,77.62358666666667
1283_7763,12.83190915338983,77.63754405491525
1283_7764,12.837008733333334,77.64794846666666
1283_7765,12.839299,77.65462600000001
1283_7766,12.83862725,77.66232375
1283_7767,12.839569888888889,77.67713255555556
1283_7768,12.8395115,77.6832755
1283_7773,12.8318,77.735
1284_7673,12.844693273317308,76.73121781646475
1284_7700,12.841966,77.0
1284_7746,12.840711,77.463155
1284_7754,12.849712,77.543656
1284_7755,12.84758,77.55507349999999
1284_7756,12.8488365,77.566445
1284_7757,12.845450704347828,77.57647681304347
1284_7758,12.8449548374375,77.58432156875
1284_7759,12.84727088888889,77.59462522222222
1284_7760,12.843482125000001,77.604108375
1284_7761,12.8426075,77.6173225
1284_7762,12.846975333333333,77.62670996666667
1284_7763,12.842736335,77.6345839675
1284_7764,12.844194032258065,77.64595664193548
1284_7765,12.845006666666666,77.6543567952381
1284_7766,12.841329101449276,77.66387208695652
1284_7767,12.84376829113924,77.67453620126582
1284_7768,12.847043666666666,77.68257454444444
1284_7772,12.847207,77.7204852
1285_3533,12.85644299,35.33068799
1285_766,12.85732,7.66192
1285_7723,12.858745,77.235247
1285_7725,12.85,77.25
1285_7734,12.853803,77.346037
1285_7736,12.8533,77.3614
1285_7744,12.85283,77.44198
1285_7746,12.8551541,77.4652172
1285_7751,12.854352,77.510911
1285_7752,12.858347666666667,77.52783277777777
1285_7753,12.856875,77.5329148
1285_7754,12.853021111111111,77.54473711111112
1285_7755,12.856571777777779,77.55453788888889
1285_7756,12.855692999999999,77.567136
1285_7757,12.856401714285713,77.57593414285714
1285_7758,12.855299643548387,77.58637554822582
1285_7759,12.855765266666667,77.59431533333333
1285_7760,12.854429714285715,77.60526184285713
1285_7761,12.855660083333333,77.61595675
1285_7762,12.8544025,77.622156475
1285_7763,12.8531915,77.63632231666666
1285_7764,12.852428800000002,77.6460086
1285_7765,12.854467035714285,77.65566894285713
1285_7766,12.85512174262295,77.66467552295083
1285_7767,12.855108479999998,77.67345231600001
1285_7768,12.855615,77.682355
1285_7769,12.859944,77.69579
1285_7778,12.85096,77.78518
1285_7786,12.85641,77.86521
1285_7789,12.85461,77.895412
1286_1286,12.86975,12.86124
1286_7745,12.868569,77.459435
1286_7750,12.867642183333333,77.50595139333333
1286_7751,12.864737857142858,77.51390171428571
1286_7752,12.862371433333335,77.52621556666666
1286_7753,12.866752992857142,77.53556012857143
1286_7754,12.864514666666667,77.54398133333333
1286_7755,12.864841333333333,77.555798
1286_7756,12.865750600000002,77.56564180000001
1286_7757,12.864910346923077,77.57752558846154
1286_7758,12.865532362229168,77.58243104548542
1286_7759,12.865604300000001,77.59517675
1286_7760,12.866249785714286,77.60429163571429
1286_7761,12.8668676,77.6154064
1286_7762,12.866076603333333,77.62549532166666
1286_7763,12.867337,77.63567775
1286_7764,12.862077222222222,77.64800965555555
1286_7765,12.865447470719662,77.65733796581738
1286_7766,12.864692,77.66396879
1286_7767,12.864268875,77.6749528625
1286_7768,12.865134666666668,77.684081
1286_7769,12.867678,77.695962
1286_7771,12.860839,77.716568
1286_7780,12.867438478571428,77.80768388877551
1286_7783,12.865721,77.835341
1286_7785,12.867904699999999,77.856207
1286_7786,12.866491,77.866026
1286_7787,12.867541,77.879651
1286_7789,12.869541,77.896531
1286_7795,12.86596,77.95855
1286_7796,12.8695,77.9684
1286_7798,12.865715000000002,77.9869985
1287_2757,12.877427,27.572015
1287_7487,12.875916666666667,74.87387033333333
1287_754,12.8796,7.5458
1287_7737,12.878616,77.3738535
1287_7739,12.87166608,77.39171072
1287_7744,12.877382,77.44471
1287_7748,12.87433,77.486678
1287_7749,12.87606009090909,77.49739927272728
1287_7750,12.87781125,77.5012285625
1287_7751,12.876191,77.51486614285714
1287_7752,12.877416097142858,77.5278137706903
1287_7753,12.87351921111111,77.53634225555555
1287_7754,12.876354979166665,77.54406580416666
1287_7755,12.8781355,77.55602725
1287_7756,12.877210024999998,77.56645491666667
1287_7757,12.875537152449999,77.57517082000001
1287_7758,12.874945618136364,77.58266091818182
1287_7759,12.875229692307691,77.59565956884616
1287_7760,12.876270499999999,77.60321827894737
1287_7761,12.877662833333332,77.61598615833334
1287_7762,12.876524999999999,77.62521171428571
1287_7763,12.87505442857143,77.63787085714286
